time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,breakdown,gender,ethnicity_major,ethnicity_minor,free_school_meals,sen_status,primary_need,all_primary_need,sen_description,disadvantage,first_language,admission_type,religious_denomination,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Ethnic major,Girls,Asian,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,24,91,4498.5,49.4,90,98.9,51,56,70,76.9,3,3.3,1,1.1,2,2.2,347.37,3.82,74,1.636,0.02,-0.3,0.34
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Ethnic major,Girls,Black,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,24,110,4567.75,41.5,109,99.1,47,42.7,69,62.7,3,2.7,0,0,2,1.8,350.32,3.18,93,-36.872,-0.4,-0.68,-0.11
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Ethnic major,Girls,Mixed,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,33,100,4536,45.4,99,99,42,42,68,68,3,3,1,1,1,1,343.47,3.43,89,-35.117,-0.39,-0.69,-0.1
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Ethnic major,Girls,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,21,37,1499,40.5,37,100,13,35.1,15,40.5,3,8.1,2,5.4,2,5.4,120.82,3.27,27,4.863,0.18,-0.35,0.71
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Free school meals,Girls,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,45,403,13678.5,33.9,388,96.3,97,24.1,170,42.2,7,1.7,1,0.2,4,1,1028.25,2.55,381,-358.165,-0.94,-1.08,-0.8
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Free school meals,Girls,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,46,869,37881.25,43.6,855,98.4,357,41.1,555,63.9,15,1.7,4,0.5,6,0.7,2817.91,3.24,780,-419.657,-0.54,-0.64,-0.44
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),SEN status,Girls,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,46,1045,44702.25,42.8,1027,98.3,419,40.1,653,62.5,20,1.9,5,0.5,10,1,3342.13,3.2,948,-548.149,-0.58,-0.67,-0.49
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),SEN status,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,13,19,456.5,24,18,94.7,2,10.5,4,21.1,0,0,0,0,0,0,37.51,1.97,17,-23.401,-1.38,-2.05,-0.7
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),SEN status,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,40,208,6401,30.8,198,95.2,33,15.9,68,32.7,2,1,0,0,0,0,466.52,2.24,196,-206.272,-1.05,-1.25,-0.85
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),SEN description,Girls,Total,Total,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,42,227,6857.5,30.2,216,95.2,35,15.4,72,31.7,2,0.9,0,0,0,0,504.03,2.22,213,-229.673,-1.08,-1.27,-0.89
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),SEN description,Girls,Total,Total,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,46,1045,44702.25,42.8,1027,98.3,419,40.1,653,62.5,20,1.9,5,0.5,10,1,3342.13,3.2,948,-548.149,-0.58,-0.67,-0.49
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Total,45,463,15780.75,34.1,445,96.1,111,24,197,42.5,9,1.9,2,0.4,5,1.1,1185.41,2.56,435,-407.446,-0.94,-1.07,-0.8
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Total,46,809,35779,44.2,798,98.6,343,42.4,528,65.3,13,1.6,3,0.4,5,0.6,2660.75,3.29,726,-370.376,-0.51,-0.61,-0.41
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,English,Total,Total,45,1045,41259.75,39.5,1016,97.2,361,34.5,584,55.9,9,0.9,1,0.1,3,0.3,3037.44,2.91,991,-767.463,-0.77,-0.86,-0.69
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,Total,Total,40,196,8952,45.7,196,100,83,42.3,124,63.3,13,6.6,4,2,7,3.6,710.05,3.62,141,4.812,0.03,-0.2,0.27
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Total,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,46,1272,51559.75,40.5,1243,97.7,454,35.7,725,57,22,1.7,5,0.4,10,0.8,3846.16,3.02,1161,-777.822,-0.67,-0.75,-0.59
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,4,113,4500,39.8,110,97.3,37,32.7,60,53.1,0,0,0,0,0,0,335.82,2.97,99,-49.701,-0.5,-0.78,-0.22
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,42,1159,47059.75,40.6,1133,97.8,417,36,665,57.4,22,1.9,5,0.4,10,0.9,3510.34,3.03,1062,-728.121,-0.69,-0.77,-0.6
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,8,31,1348,43.5,31,100,10,32.3,17,54.8,0,0,0,0,0,0,98.67,3.18,29,-15.171,-0.52,-1.04,-0.01
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Ethnic major,Girls,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,21,66,2696.75,40.9,65,98.5,21,31.8,39,59.1,0,0,0,0,0,0,202.18,3.06,60,-54.727,-0.91,-1.27,-0.55
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Ethnic major,Girls,White,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,45,868,33761.75,38.9,843,97.1,280,32.3,464,53.5,10,1.2,1,0.1,3,0.3,2482,2.86,818,-657.605,-0.8,-0.9,-0.71
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Ethnic major,Total,Asian,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,32,247,12028.25,48.7,243,98.4,130,52.6,182,73.7,6,2.4,3,1.2,5,2,928.51,3.76,200,-11.812,-0.06,-0.25,0.14
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Ethnic major,Total,Black,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,35,230,9245,40.2,229,99.6,86,37.4,143,62.2,4,1.7,0,0,2,0.9,707,3.07,198,-100.649,-0.51,-0.71,-0.31
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Ethnic major,Total,Mixed,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,42,250,10418.5,41.7,244,97.6,86,34.4,155,62,7,2.8,3,1.2,3,1.2,791.64,3.17,217,-130.548,-0.6,-0.79,-0.41
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Ethnic major,Total,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,31,82,3672.25,44.8,82,100,34,41.5,46,56.1,3,3.7,2,2.4,2,2.4,284.66,3.47,63,4.523,0.07,-0.28,0.42
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Free school meals,Total,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,46,1021,33425.25,32.7,985,96.5,230,22.5,428,41.9,11,1.1,2,0.2,5,0.5,2523.15,2.47,963,-1025.805,-1.07,-1.15,-0.98
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Free school meals,Total,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,46,2911,122701,42.2,2868,98.5,1080,37.1,1806,62,35,1.2,11,0.4,17,0.6,9111.77,3.13,2677,-1489.157,-0.56,-0.61,-0.5
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),SEN status,Total,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,46,3165,132941.5,42,3116,98.5,1179,37.3,1967,62.1,44,1.4,13,0.4,22,0.7,9917.77,3.13,2917,-1761.991,-0.6,-0.66,-0.55
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),SEN status,Total,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,31,74,1784,24.1,68,91.9,9,12.2,18,24.3,0,0,0,0,0,0,131.18,1.77,70,-64.956,-0.93,-1.26,-0.6
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),SEN status,Total,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,45,692,21336.75,30.8,668,96.5,121,17.5,248,35.8,2,0.3,0,0,0,0,1580.8,2.28,653,-688.015,-1.05,-1.16,-0.95
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),SEN description,Total,Total,Total,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,46,766,23120.75,30.2,736,96.1,130,17,266,34.7,2,0.3,0,0,0,0,1711.98,2.23,723,-752.971,-1.04,-1.14,-0.94
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),SEN description,Total,Total,Total,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,46,3165,132941.5,42,3116,98.5,1179,37.3,1967,62.1,44,1.4,13,0.4,22,0.7,9917.77,3.13,2917,-1761.991,-0.6,-0.66,-0.55
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Disadvantage,Total,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Total,46,1195,39372.75,32.9,1150,96.2,271,22.7,505,42.3,13,1.1,3,0.3,6,0.5,2967.28,2.48,1128,-1197.193,-1.06,-1.14,-0.98
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Disadvantage,Total,Total,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Total,46,2737,116753.5,42.7,2703,98.8,1039,38,1729,63.2,33,1.2,10,0.4,16,0.6,8667.64,3.17,2512,-1317.769,-0.52,-0.58,-0.47
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,English,Total,Total,46,3340,129426,38.8,3266,97.8,1068,32,1837,55,18,0.5,3,0.1,6,0.2,9552.87,2.86,3176,-2402.058,-0.76,-0.81,-0.71
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,Total,Total,44,478,22013.25,46.1,474,99.2,205,42.9,317,66.3,28,5.9,10,2.1,16,3.3,1733.69,3.63,356,-46.712,-0.13,-0.28,0.02
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,46,3932,156126.25,39.7,3853,98,1310,33.3,2234,56.8,46,1.2,13,0.3,22,0.6,11634.92,2.96,3640,-2514.962,-0.69,-0.74,-0.65
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Admission type,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,4,352,13283.75,37.7,343,97.4,108,30.7,183,52,0,0,0,0,0,0,990.31,2.81,328,-209.506,-0.64,-0.79,-0.49
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Admission type,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,42,3580,142842.5,39.9,3510,98,1202,33.6,2051,57.3,46,1.3,13,0.4,22,0.6,10644.61,2.97,3312,-2305.456,-0.7,-0.74,-0.65
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),First language,Total,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,11,114,4687,41.1,113,99.1,37,32.5,80,70.2,0,0,0,0,0,0,348.36,3.06,108,-66.192,-0.61,-0.88,-0.35
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Ethnic major,Total,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,30,237,9316.5,39.3,234,98.7,73,30.8,144,60.8,2,0.8,0,0,0,0,694.75,2.93,213,-181.93,-0.85,-1.04,-0.66
202223,Academic year,National,E92000001,England,Provisional,University technical colleges (UTCs),Ethnic major,Total,White,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,46,2886,111445.75,38.6,2821,97.7,901,31.2,1564,54.2,24,0.8,5,0.2,10,0.3,8228.36,2.85,2749,-2094.546,-0.76,-0.81,-0.71
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Ethnic major,Boys,Asian,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1785,25317,1366034.43,54,25027,98.9,15586,61.6,19534,77.2,12476,49.3,6385,25.2,8116,32.1,123337.68,4.87,22661,9889.901,0.44,0.42,0.45
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Ethnic major,Boys,Black,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1599,12920,603968.25,46.7,12726,98.5,6045,46.8,8621,66.7,5522,42.7,2153,16.7,3082,23.9,53447.2,4.14,11251,88.347,0.01,-0.02,0.03
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Ethnic major,Boys,Chinese,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,610,961,63106.13,65.7,954,99.3,758,78.9,842,87.6,586,61,416,43.3,479,49.8,5888.25,6.13,742,648.33,0.87,0.77,0.98
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Ethnic major,Boys,Mixed,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2211,12895,624875.64,48.5,12644,98.1,6365,49.4,8836,68.5,5121,39.7,2561,19.9,3371,26.1,55388.94,4.3,11950,-1657.419,-0.14,-0.16,-0.11
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Ethnic major,Boys,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1284,4783,229342.13,47.9,4584,95.8,2393,50,3210,67.1,2283,47.7,1067,22.3,1405,29.4,20949.95,4.38,3619,1603.791,0.44,0.4,0.49
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Free school meals,Boys,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,2385,45116,1655468.26,36.7,43083,95.5,12792,28.4,21326,47.3,10771,23.9,3318,7.4,5066,11.2,141579.67,3.14,42406,-28477.115,-0.67,-0.68,-0.66
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Free school meals,Boys,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,2395,183111,9260864.7,50.6,180808,98.7,98632,53.9,134853,73.6,70706,38.6,36557,20,48061,26.2,818053.18,4.47,172688,-3154.146,-0.02,-0.02,-0.01
202122,Academic year,National,E92000001,England,Final,Academies and free schools,SEN status,Boys,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,2393,190486,9689405.2,50.9,188363,98.9,103841,54.5,142625,74.9,75950,39.9,38177,20,50611,26.6,857089.22,4.5,179034,-10375.491,-0.06,-0.06,-0.05
202122,Academic year,National,E92000001,England,Final,Academies and free schools,SEN status,Boys,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,2039,6590,174748,26.5,5682,86.2,923,14,1742,26.4,569,8.6,187,2.8,277,4.2,14466.35,2.2,6094,-4238.594,-0.7,-0.73,-0.66
202122,Academic year,National,E92000001,England,Final,Academies and free schools,SEN status,Boys,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,2369,31114,1050866.76,33.8,29815,95.8,6647,21.4,11793,37.9,4951,15.9,1507,4.8,2234,7.2,87956.63,2.83,29943,-17008.388,-0.57,-0.58,-0.55
202122,Academic year,National,E92000001,England,Final,Academies and free schools,SEN description,Boys,Total,Total,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,2388,37704,1225614.76,32.5,35497,94.1,7570,20.1,13535,35.9,5520,14.6,1694,4.5,2511,6.7,102422.98,2.72,36037,-21246.982,-0.59,-0.6,-0.58
202122,Academic year,National,E92000001,England,Final,Academies and free schools,SEN description,Boys,Total,Total,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,2393,190486,9689405.2,50.9,188363,98.9,103841,54.5,142625,74.9,75950,39.9,38177,20,50611,26.6,857089.22,4.5,179034,-10375.491,-0.06,-0.06,-0.05
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Disadvantage,Boys,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Total,2390,57359,2138890.51,37.3,54828,95.6,16914,29.5,27908,48.7,14108,24.6,4398,7.7,6702,11.7,183133.58,3.19,54190,-34465.033,-0.64,-0.65,-0.62
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Disadvantage,Boys,Total,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Total,2395,170868,8777442.45,51.4,169063,98.9,94510,55.3,128271,75.1,67369,39.4,35477,20.8,46425,27.2,776499.27,4.54,160904,2833.772,0.02,0.01,0.02
202122,Academic year,National,E92000001,England,Final,Academies and free schools,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,English,Total,Total,2394,189772,9030230.94,47.6,186310,98.2,91653,48.3,129701,68.3,63194,33.3,31560,16.6,42018,22.1,788432.32,4.15,184119,-44329.463,-0.24,-0.25,-0.23
202122,Academic year,National,E92000001,England,Final,Academies and free schools,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,Total,Total,2223,37522,1844331.52,49.2,36683,97.8,19349,51.6,25882,69,17991,47.9,8170,21.8,10922,29.1,167538.71,4.47,30221,12865.022,0.43,0.41,0.44
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,165,15601,660503,42.3,15241,97.7,5690,36.5,9361,60,3882,24.9,1342,8.6,2064,13.2,55835.6,3.58,14746,-5149.125,-0.35,-0.37,-0.33
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2137,201205,9418371.58,46.8,197251,98,95038,47.2,135690,67.4,68977,34.3,31646,15.7,43396,21.6,825059.91,4.1,189975,-31629.363,-0.17,-0.17,-0.16
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Admission type,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,93,11421,837458.38,73.3,11399,99.8,10696,93.7,11128,97.4,8618,75.5,6887,60.3,7667,67.1,78737.34,6.89,10373,5147.227,0.5,0.47,0.52
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Total,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2395,228227,10916332.96,47.8,223891,98.1,111424,48.8,156179,68.4,81477,35.7,39875,17.5,53127,23.3,959632.85,4.2,215094,-31631.261,-0.15,-0.15,-0.14
202122,Academic year,National,E92000001,England,Final,Academies and free schools,First language,Boys,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,421,933,41770.5,44.8,898,96.2,422,45.2,596,63.9,292,31.3,145,15.5,187,20,3661.82,3.92,754,-166.82,-0.22,-0.32,-0.12
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Ethnic major,Boys,Unclassified,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1315,4201,190741.25,45.4,4073,97,1901,45.3,2688,64,1411,33.6,667,15.9,899,21.4,16789.6,4,3686,-903.728,-0.25,-0.29,-0.2
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Ethnic major,Boys,White,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2385,167150,7838265.13,46.9,163883,98,78376,46.9,112448,67.3,54078,32.4,26626,15.9,35775,21.4,683831.23,4.09,161185,-41300.483,-0.26,-0.26,-0.25
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Ethnic major,Girls,Asian,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1764,23946,1399593.01,58.4,23762,99.2,15824,66.1,19466,81.3,14189,59.3,8574,35.8,10644,44.5,126804.87,5.3,21523,16723.446,0.78,0.76,0.8
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Ethnic major,Girls,Black,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1575,12728,681137.25,53.5,12612,99.1,7173,56.4,9603,75.4,7078,55.6,3495,27.5,4824,37.9,60885.8,4.78,11188,5473.484,0.49,0.46,0.52
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Ethnic major,Girls,Chinese,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,592,958,67281.75,70.2,951,99.3,831,86.7,901,94.1,654,68.3,524,54.7,584,61,6300.22,6.58,772,917.602,1.19,1.09,1.29
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Ethnic major,Girls,Mixed,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2197,12723,671926.13,52.8,12501,98.3,6807,53.5,9167,72.1,6160,48.4,3454,27.1,4468,35.1,59378.73,4.67,11824,1954.12,0.17,0.14,0.19
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Ethnic major,Girls,Other,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,1166,4151,222054.5,53.5,4063,97.9,2350,56.6,3011,72.5,2490,60,1272,30.6,1672,40.3,20333.23,4.9,3245,2471.001,0.76,0.71,0.81
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Free school meals,Girls,Total,Total,FSM,Total,Total,Total,Total,Total,Total,Total,Total,2413,44789,1808924.63,40.4,43001,96,13957,31.2,22763,50.8,14097,31.5,5117,11.4,7697,17.2,152900.43,3.41,42316,-16230.715,-0.38,-0.4,-0.37
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Free school meals,Girls,Total,Total,FSM all other,Total,Total,Total,Total,Total,Total,Total,Total,2424,176154,9713198.43,55.1,174183,98.9,104302,59.2,137548,78.1,85045,48.3,50111,28.4,64156,36.4,857469.42,4.87,166711,54523.965,0.33,0.32,0.33
202122,Academic year,National,E92000001,England,Final,Academies and free schools,SEN status,Girls,Total,Total,Total,No SEN,Total,Total,Total,Total,Total,Total,Total,2424,196839,10672497.81,54.2,194614,98.9,112691,57.3,150967,76.7,94483,48,53543,27.2,69427,35.3,941039.88,4.78,185972,47370.885,0.25,0.25,0.26
202122,Academic year,National,E92000001,England,Final,Academies and free schools,SEN status,Girls,Total,Total,Total,SEN State EHC,Total,Total,Total,Total,Total,Total,Total,1495,2861,72401.5,25.3,2343,81.9,369,12.9,667,23.3,238,8.3,81,2.8,129,4.5,5710.11,2,2637,-1998.482,-0.76,-0.81,-0.7
202122,Academic year,National,E92000001,England,Final,Academies and free schools,SEN status,Girls,Total,Total,Total,SEN Supp,Total,Total,Total,Total,Total,Total,Total,2362,21207,775809.25,36.6,20197,95.2,5188,24.5,8658,40.8,4406,20.8,1597,7.5,2289,10.8,63488.37,2.99,20392,-7070.074,-0.35,-0.37,-0.33
202122,Academic year,National,E92000001,England,Final,Academies and free schools,SEN description,Girls,Total,Total,Total,Total,Total,Total,Any SEN,Total,Total,Total,Total,2389,24068,848210.75,35.2,22540,93.7,5557,23.1,9325,38.7,4644,19.3,1678,7,2418,10,69198.48,2.88,23029,-9068.556,-0.39,-0.41,-0.38
202122,Academic year,National,E92000001,England,Final,Academies and free schools,SEN description,Girls,Total,Total,Total,Total,Total,Total,No identified SEN,Total,Total,Total,Total,2424,196839,10672497.81,54.2,194614,98.9,112691,57.3,150967,76.7,94483,48,53543,27.2,69427,35.3,941039.88,4.78,185972,47370.885,0.25,0.25,0.26
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,Total,Total,2417,57269,2355717.51,41.1,55101,96.2,18587,32.5,29963,52.3,18403,32.1,6835,11.9,10251,17.9,199414.49,3.48,54500,-18430.148,-0.34,-0.35,-0.33
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Disadvantage,Girls,Total,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,Total,Total,2424,163674,9166405.55,56,162083,99,99672,60.9,130348,79.6,80739,49.3,48393,29.6,61602,37.6,810955.36,4.95,154527,56723.398,0.37,0.36,0.37
202122,Academic year,National,E92000001,England,Final,Academies and free schools,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,English,Total,Total,2422,184556,9557428.05,51.8,181382,98.3,97422,52.8,133318,72.2,78191,42.4,44192,23.9,57368,31.1,832076.69,4.51,179334,15136.651,0.08,0.08,0.09
202122,Academic year,National,E92000001,England,Final,Academies and free schools,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Other than English,Total,Total,2231,35547,1924263.76,54.1,34992,98.4,20432,57.5,26447,74.4,20587,57.9,10855,30.5,14253,40.1,174721.52,4.92,29000,23097.147,0.8,0.78,0.81
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in highly selective areas,Total,170,15285,712826.25,46.6,14972,98,6356,41.6,9849,64.4,5370,35.1,2270,14.9,3403,22.3,60013.47,3.93,14579,-435.282,-0.03,-0.05,-0.01
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,non-selective schools in other areas,Total,2160,194023,9932156.3,51.2,190606,98.2,100818,52,138935,71.6,84748,43.7,45051,23.2,59882,30.9,867826.95,4.47,183815,31689.726,0.17,0.17,0.18
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Admission type,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,selective schools,Total,94,11635,877140.51,75.4,11606,99.8,11085,95.3,11527,99.1,9024,77.6,7907,68,8568,73.6,82529.43,7.09,10633,7038.806,0.66,0.64,0.69
202122,Academic year,National,E92000001,England,Final,Academies and free schools,Total,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,2424,220943,11522123.06,52.1,217184,98.3,118259,53.5,160311,72.6,99142,44.9,55228,25,71853,32.5,1010369.85,4.57,209027,38293.25,0.18,0.18,0.19
202122,Academic year,National,E92000001,England,Final,Academies and free schools,First language,Girls,Total,Total,Total,Total,Total,Total,Total,Total,Unclassified EAL,Total,Total,412,840,40431.25,48.1,810,96.4,405,48.2,546,65,364,43.3,181,21.5,232,27.6,3571.64,4.25,693,59.452,0.09,-0.02,0.19
