time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,idaci_decile,ru11ind_pupil_residency,pupil_residency_detail,level_methodology,establishment_type,version,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebaccaps,avg_ebaccaps,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202223,Academic year,Regional,E92000001,England,E12000002,North West,30-40%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,521,6712,289846.13,43.2,6470,96.4,2595,38.7,4011,59.8,2540,37.8,25057.09,3.73,854,12.7,1303,19.4,6379,-1644.522,-0.26,-0.29,-0.22
202223,Academic year,Regional,E92000001,England,E12000002,North West,40-50%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,72,253,10554,41.7,243,96,96,37.9,152,60.1,68,26.9,903.02,3.57,20,7.9,33,13,248,-105.794,-0.43,-0.6,-0.25
202223,Academic year,Regional,E92000001,England,E12000002,North West,40-50%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,498,5391,239776.88,44.5,5182,96.1,2247,41.7,3419,63.4,1924,35.7,20718.14,3.84,704,13.1,1082,20.1,5146,-1012.798,-0.2,-0.24,-0.16
202223,Academic year,Regional,E92000001,England,E12000002,North West,40-50%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,489,5138,229222.88,44.6,4939,96.1,2151,41.9,3267,63.6,1856,36.1,19815.12,3.86,684,13.3,1049,20.4,4898,-907.004,-0.19,-0.22,-0.15
202223,Academic year,Regional,E92000001,England,E12000002,North West,50-60%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,150,730,34120.25,46.7,702,96.2,337,46.2,497,68.1,216,29.6,2963.33,4.06,92,12.6,137,18.8,709,-58.972,-0.08,-0.19,0.02
202223,Academic year,Regional,E92000001,England,E12000002,North West,50-60%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,482,5186,242410.5,46.7,5014,96.7,2344,45.2,3532,68.1,1969,38,21055.64,4.06,803,15.5,1199,23.1,5014,-573.484,-0.11,-0.15,-0.08
202223,Academic year,Regional,E92000001,England,E12000002,North West,50-60%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,457,4456,208290.25,46.7,4312,96.8,2007,45,3035,68.1,1753,39.3,18092.31,4.06,711,16,1062,23.8,4305,-514.512,-0.12,-0.16,-0.08
202223,Academic year,Regional,E92000001,England,E12000002,North West,60-70%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,141,1067,50962,47.8,1049,98.3,474,44.4,721,67.6,355,33.3,4438.62,4.16,164,15.4,228,21.4,1028,-33.874,-0.03,-0.12,0.05
202223,Academic year,Regional,E92000001,England,E12000002,North West,60-70%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,495,6084,293935.5,48.3,5929,97.5,2944,48.4,4257,70,2232,36.7,25470.33,4.19,957,15.7,1389,22.8,5891,-199.189,-0.03,-0.07,0
202223,Academic year,Regional,E92000001,England,E12000002,North West,60-70%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,469,5017,242973.5,48.4,4880,97.3,2470,49.2,3536,70.5,1877,37.4,21031.71,4.19,793,15.8,1161,23.1,4863,-165.315,-0.03,-0.07,0.01
202223,Academic year,Regional,E92000001,England,E12000002,North West,70-80%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,187,1328,67177.75,50.6,1301,98,725,54.6,1000,75.3,499,37.6,5899.18,4.44,259,19.5,342,25.8,1279,169.45,0.13,0.06,0.21
202223,Academic year,Regional,E92000001,England,E12000002,North West,70-80%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,481,6158,312141.92,50.7,6002,97.5,3326,54,4618,75,2588,42,27434.72,4.46,1213,19.7,1688,27.4,5894,438.849,0.07,0.04,0.11
202223,Academic year,Regional,E92000001,England,E12000002,North West,70-80%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,453,4830,244964.17,50.7,4701,97.3,2601,53.9,3618,74.9,2089,43.3,21535.54,4.46,954,19.8,1346,27.9,4615,269.399,0.06,0.02,0.1
202223,Academic year,Regional,E92000001,England,E12000002,North West,80-90%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,187,1418,71449.5,50.4,1385,97.7,761,53.7,1067,75.2,494,34.8,6208.18,4.38,239,16.9,339,23.9,1380,199.997,0.14,0.07,0.22
202223,Academic year,Regional,E92000001,England,E12000002,North West,80-90%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,442,6679,349596.01,52.3,6535,97.8,3782,56.6,5182,77.6,2783,41.7,30670,4.59,1369,20.5,1887,28.3,6451,1100.752,0.17,0.14,0.21
202223,Academic year,Regional,E92000001,England,E12000002,North West,80-90%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,412,5261,278146.51,52.9,5150,97.9,3021,57.4,4115,78.2,2289,43.5,24461.82,4.65,1130,21.5,1548,29.4,5071,900.755,0.18,0.14,0.22
202223,Academic year,Regional,E92000001,England,E12000002,North West,90-100%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,187,1333,71513.5,53.6,1309,98.2,782,58.7,1050,78.8,549,41.2,6316.5,4.74,322,24.2,427,32,1276,336.495,0.26,0.19,0.34
202223,Academic year,Regional,E92000001,England,E12000002,North West,90-100%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,422,7614,417492.54,54.8,7476,98.2,4723,62,6193,81.3,3409,44.8,36943.7,4.85,1830,24,2512,33,7263,1958.043,0.27,0.24,0.3
202223,Academic year,Regional,E92000001,England,E12000002,North West,90-100%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,393,6281,345979.04,55.1,6167,98.2,3941,62.7,5143,81.9,2860,45.5,30627.2,4.88,1508,24,2085,33.2,5987,1621.548,0.27,0.24,0.31
202223,Academic year,Regional,E92000001,England,E12000002,North West,Total,Rural,4 Rural - Town and fringe,Pupil residency,State-funded schools (LA),Provisional,290,3956,184150.75,46.5,3848,97.3,1783,45.1,2663,67.3,1265,32,15957.93,4.03,562,14.2,783,19.8,3844,-513.076,-0.13,-0.18,-0.09
202223,Academic year,Regional,E92000001,England,E12000002,North West,Total,Rural,5 Rural - Village,Pupil residency,State-funded schools (LA),Provisional,225,1947,97394.25,50,1906,97.9,1010,51.9,1412,72.5,735,37.8,8565.61,4.4,363,18.6,496,25.5,1897,207.373,0.11,0.05,0.17
202223,Academic year,Regional,E92000001,England,E12000002,North West,Total,Rural,6 Rural - Hamlet and isolated dwellings,Pupil residency,State-funded schools (LA),Provisional,242,1556,78955.75,50.7,1512,97.2,843,54.2,1181,75.9,545,35,6891.52,4.43,288,18.5,396,25.4,1481,158.051,0.11,0.03,0.18
202223,Academic year,Regional,E92000001,England,E12000002,North West,Total,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,369,7459,360500.75,48.3,7266,97.4,3636,48.7,5256,70.5,2545,34.1,31415.06,4.21,1213,16.3,1675,22.5,7222,-147.652,-0.02,-0.05,0.01
202223,Academic year,Regional,E92000001,England,E12000002,North West,Total,Total,Total,Pupil residency,State-funded schools (LA),Provisional,617,82905,3687308.25,44.5,79614,96,34388,41.5,51459,62.1,30067,36.3,319069.3,3.85,11587,14,17181,20.7,78475,-15705.982,-0.2,-0.21,-0.19
202223,Academic year,Regional,E92000001,England,E12000002,North West,Total,Urban,1 Urban - Major conurbation,Pupil residency,State-funded schools (LA),Provisional,394,47800,2104058.09,44,45827,95.9,19348,40.5,28962,60.6,17993,37.6,182035.4,3.81,6795,14.2,10154,21.2,44812,-10209.859,-0.23,-0.24,-0.21
202223,Academic year,Regional,E92000001,England,E12000002,North West,Total,Urban,3 Urban - City and town,Pupil residency,State-funded schools (LA),Provisional,445,27646,1222749.41,44.2,26521,95.9,11404,41.3,17241,62.4,9529,34.5,105618.84,3.82,3579,12.9,5352,19.4,26441,-5348.471,-0.2,-0.22,-0.19
202223,Academic year,Regional,E92000001,England,E12000002,North West,Total,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,604,75446,3326807.5,44.1,72348,95.9,30752,40.8,46203,61.2,27522,36.5,287654.24,3.81,10374,13.8,15506,20.6,71253,-15558.33,-0.22,-0.23,-0.21
202223,Academic year,Regional,E92000001,England,E12000002,North West,Unknown,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,65,366,17198,47,357,97.5,175,47.8,258,70.5,138,37.7,1493.23,4.08,51,13.9,75,20.5,356,-46.493,-0.13,-0.28,0.02
202223,Academic year,Regional,E92000001,England,E12000002,North West,Unknown,Total,Total,Pupil residency,State-funded schools (LA),Provisional,334,2749,123353.75,44.9,2638,96,1162,42.3,1729,62.9,1078,39.2,10745.95,3.91,397,14.4,606,22,2513,-335.254,-0.13,-0.19,-0.08
202223,Academic year,Regional,E92000001,England,E12000002,North West,Unknown,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,311,2383,106155.75,44.5,2281,95.7,987,41.4,1471,61.7,940,39.4,9252.72,3.88,346,14.5,531,22.3,2157,-288.761,-0.13,-0.19,-0.07
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,0-10%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,51,236,9033.25,38.3,227,96.2,69,29.2,109,46.2,55,23.3,762.01,3.23,11,4.7,25,10.6,226,-108.767,-0.48,-0.67,-0.3
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,0-10%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,347,11181,416417,37.2,10517,94.1,3198,28.6,5340,47.8,3542,31.7,35373.97,3.16,1025,9.2,1679,15,10554,-4476.632,-0.42,-0.45,-0.4
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,0-10%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,344,10945,407383.75,37.2,10290,94,3129,28.6,5231,47.8,3487,31.9,34611.96,3.16,1014,9.3,1654,15.1,10328,-4367.865,-0.42,-0.45,-0.4
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,10-20%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,68,452,17728.75,39.2,437,96.7,134,29.6,236,52.2,102,22.6,1486.45,3.29,33,7.3,55,12.2,431,-160.878,-0.37,-0.51,-0.24
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,10-20%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,350,7788,311221.5,40,7406,95.1,2535,32.6,4171,53.6,2552,32.8,26409.6,3.39,752,9.7,1234,15.8,7391,-1797.284,-0.24,-0.28,-0.21
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,10-20%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,341,7336,293492.75,40,6969,95,2401,32.7,3935,53.6,2450,33.4,24923.15,3.4,719,9.8,1179,16.1,6960,-1636.406,-0.24,-0.27,-0.2
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,20-30%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,85,435,17838.5,41,417,95.9,156,35.9,250,57.5,134,30.8,1525.34,3.51,55,12.6,77,17.7,420,-119.135,-0.28,-0.42,-0.15
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,20-30%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,366,7072,296551.75,41.9,6768,95.7,2657,37.6,4042,57.2,2441,34.5,25401.87,3.59,847,12,1290,18.2,6744,-1133.08,-0.17,-0.2,-0.13
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,20-30%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,353,6637,278713.25,42,6351,95.7,2501,37.7,3792,57.1,2307,34.8,23876.53,3.6,792,11.9,1213,18.3,6324,-1013.945,-0.16,-0.2,-0.13
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,30-40%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,83,556,24982,44.9,543,97.7,215,38.7,370,66.5,173,31.1,2139.89,3.85,63,11.3,98,17.6,549,-29.259,-0.05,-0.17,0.06
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,30-40%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,350,5132,224272.75,43.7,4944,96.3,2038,39.7,3167,61.7,1839,35.8,19275.91,3.76,646,12.6,981,19.1,4949,-508.92,-0.1,-0.14,-0.06
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,30-40%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,332,4576,199290.75,43.6,4401,96.2,1823,39.8,2797,61.1,1666,36.4,17136.02,3.74,583,12.7,883,19.3,4400,-479.661,-0.11,-0.15,-0.07
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,40-50%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,129,748,33738.25,45.1,730,97.6,312,41.7,468,62.6,261,34.9,2910.05,3.89,117,15.6,165,22.1,735,-33.118,-0.05,-0.15,0.06
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,40-50%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,348,4412,201261.25,45.6,4291,97.3,1945,44.1,2834,64.2,1546,35,17324.98,3.93,612,13.9,908,20.6,4263,-96.683,-0.02,-0.07,0.02
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,40-50%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,327,3664,167523,45.7,3561,97.2,1633,44.6,2366,64.6,1285,35.1,14414.93,3.93,495,13.5,743,20.3,3528,-63.565,-0.02,-0.06,0.03
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,50-60%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,135,977,46363.38,47.5,953,97.5,448,45.9,656,67.1,376,38.5,4029.16,4.12,173,17.7,236,24.2,941,86.94,0.09,0,0.18
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,50-60%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,348,4512,210768.38,46.7,4383,97.1,2095,46.4,3032,67.2,1711,37.9,18222.23,4.04,715,15.8,1050,23.3,4367,-6.303,0,-0.04,0.04
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,50-60%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,311,3535,164405,46.5,3430,97,1647,46.6,2376,67.2,1335,37.8,14193.07,4.02,542,15.3,814,23,3426,-93.243,-0.03,-0.07,0.02
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,60-70%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,166,1071,50142.5,46.8,1035,96.6,498,46.5,734,68.5,373,34.8,4333.38,4.05,154,14.4,233,21.8,1048,100.953,0.1,0.01,0.18
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,60-70%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,336,4036,196450,48.7,3903,96.7,2035,50.4,2848,70.6,1561,38.7,17105.84,4.24,714,17.7,1019,25.2,3931,425.242,0.11,0.06,0.15
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,60-70%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,289,2965,146307.5,49.3,2868,96.7,1537,51.8,2114,71.3,1188,40.1,12772.46,4.31,560,18.9,786,26.5,2883,324.289,0.11,0.06,0.16
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,70-80%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,164,1302,64589.5,49.6,1275,97.9,664,51,957,73.5,538,41.3,5699.32,4.38,257,19.7,354,27.2,1267,269.034,0.21,0.13,0.29
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,70-80%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,329,4825,245294.5,50.8,4703,97.5,2646,54.8,3609,74.8,2019,41.8,21575.14,4.47,1024,21.2,1395,28.9,4676,940.141,0.2,0.16,0.24
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,70-80%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,302,3523,180705,51.3,3428,97.3,1982,56.3,2652,75.3,1481,42,15875.82,4.51,767,21.8,1041,29.5,3409,671.107,0.2,0.15,0.24
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,80-90%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,177,1671,86304.5,51.6,1629,97.5,918,54.9,1269,75.9,680,40.7,7619.4,4.56,355,21.2,490,29.3,1624,529.091,0.33,0.26,0.39
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,80-90%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,313,4859,254246.75,52.3,4752,97.8,2775,57.1,3761,77.4,2187,45,22557.03,4.64,1137,23.4,1584,32.6,4707,1410.269,0.3,0.26,0.34
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,80-90%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,267,3188,167942.25,52.7,3123,98,1857,58.2,2492,78.2,1507,47.3,14937.63,4.69,782,24.5,1094,34.3,3083,881.178,0.29,0.24,0.34
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,90-100%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,141,1417,74917.5,52.9,1389,98,829,58.5,1110,78.3,664,46.9,6701.94,4.73,363,25.6,494,34.9,1369,538.713,0.39,0.32,0.47
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,90-100%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,274,5044,274010,54.3,4952,98.2,3122,61.9,4063,80.6,2515,49.9,24603.55,4.88,1451,28.8,1931,38.3,4851,1937.83,0.4,0.36,0.44
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,90-100%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,240,3627,199092.5,54.9,3563,98.2,2293,63.2,2953,81.4,1851,51,17901.61,4.94,1088,30,1437,39.6,3482,1399.117,0.4,0.35,0.45
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Rural,4 Rural - Town and fringe,Pupil residency,State-funded schools (LA),Provisional,284,5783,272617.13,47.1,5634,97.4,2695,46.6,3939,68.1,2142,37,23770.89,4.11,987,17.1,1382,23.9,5625,409.106,0.07,0.04,0.11
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Rural,5 Rural - Village,Pupil residency,State-funded schools (LA),Provisional,226,2346,114834.25,48.9,2283,97.3,1152,49.1,1669,71.1,952,40.6,10106.65,4.31,444,18.9,637,27.2,2274,419.984,0.18,0.13,0.24
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Rural,6 Rural - Hamlet and isolated dwellings,Pupil residency,State-funded schools (LA),Provisional,192,1198,60762.5,50.7,1168,97.5,622,51.9,873,72.9,473,39.5,5339.97,4.46,241,20.1,342,28.5,1151,267.043,0.23,0.15,0.31
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,343,9327,448213.88,48.1,9085,97.4,4469,47.9,6481,69.5,3567,38.2,39217.51,4.2,1672,17.9,2361,25.3,9050,1096.133,0.12,0.09,0.15
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Total,Total,Pupil residency,State-funded schools (LA),Provisional,451,60913,2723264.38,44.7,58577,96.2,25944,42.6,38156,62.6,22765,37.4,235996.9,3.87,9249,15.2,13570,22.3,58374,-3341.452,-0.06,-0.07,-0.05
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Urban,1 Urban - Major conurbation,Pupil residency,State-funded schools (LA),Provisional,170,21753,966172,44.4,20824,95.7,9272,42.6,13424,61.7,8286,38.1,83649.86,3.85,3261,15,4753,21.8,20688,-291.665,-0.01,-0.03,0.01
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Urban,2 Urban - Minor conurbation,Pupil residency,State-funded schools (LA),Provisional,128,12558,547367.5,43.6,12028,95.8,5163,41.1,7664,61,4453,35.5,46959.87,3.74,1731,13.8,2604,20.7,11989,-1105.987,-0.09,-0.12,-0.07
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Urban,3 Urban - City and town,Pupil residency,State-funded schools (LA),Provisional,333,17275,761511,44.1,16640,96.3,7040,40.8,10587,61.3,6459,37.4,66169.66,3.83,2585,15,3852,22.3,16647,-3039.933,-0.18,-0.2,-0.16
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Total,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,421,51586,2275050.5,44.1,49492,95.9,21475,41.6,31675,61.4,19198,37.2,196779.39,3.81,7577,14.7,11209,21.7,49324,-4437.585,-0.09,-0.1,-0.08
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Unknown,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,78,462,22575.75,48.9,450,97.4,226,48.9,322,69.7,211,45.7,2010.57,4.35,91,19.7,134,29,440,22.559,0.05,-0.08,0.18
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Unknown,Total,Total,Pupil residency,State-funded schools (LA),Provisional,269,2052,92770.5,45.2,1958,95.4,898,43.8,1289,62.8,852,41.5,8146.78,3.97,326,15.9,499,24.3,1941,-36.032,-0.02,-0.08,0.04
202223,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,Unknown,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,244,1590,70194.75,44.1,1508,94.8,672,42.3,967,60.8,641,40.3,6136.21,3.86,235,14.8,365,23,1501,-58.591,-0.04,-0.11,0.03
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,0-10%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,50,274,9471.75,34.6,259,94.5,58,21.2,121,44.2,47,17.2,787.39,2.87,13,4.7,23,8.4,265,-196.277,-0.74,-0.91,-0.57
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,0-10%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,310,6342,234442.25,37,5969,94.1,1668,26.3,2974,46.9,1650,26,19925.21,3.14,460,7.3,771,12.2,5990,-2730.924,-0.46,-0.49,-0.42
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,0-10%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,295,6068,224970.5,37.1,5710,94.1,1610,26.5,2853,47,1603,26.4,19137.82,3.15,447,7.4,748,12.3,5725,-2534.647,-0.44,-0.48,-0.41
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,10-20%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,83,488,18830.25,38.6,465,95.3,141,28.9,257,52.7,114,23.4,1603.67,3.29,37,7.6,61,12.5,477,-162.135,-0.34,-0.47,-0.21
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,10-20%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,344,5041,198495.75,39.4,4792,95.1,1559,30.9,2613,51.8,1481,29.4,17020.18,3.38,507,10.1,785,15.6,4735,-1537.688,-0.32,-0.36,-0.28
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,10-20%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,324,4553,179665.5,39.5,4327,95,1418,31.1,2356,51.7,1367,30,15416.51,3.39,470,10.3,724,15.9,4258,-1375.553,-0.32,-0.37,-0.28
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,20-30%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,113,674,27416,40.7,652,96.7,210,31.2,371,55,208,30.9,2363.48,3.51,59,8.8,100,14.8,652,-208.666,-0.32,-0.43,-0.21
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,20-30%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,346,5132,210955.75,41.1,4929,96,1724,33.6,2832,55.2,1727,33.7,18366.38,3.58,597,11.6,912,17.8,4808,-984.238,-0.2,-0.24,-0.16
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,20-30%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,320,4458,183539.75,41.2,4277,95.9,1514,34,2461,55.2,1519,34.1,16002.9,3.59,538,12.1,812,18.2,4156,-775.572,-0.19,-0.23,-0.14
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,30-40%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,129,866,35598.5,41.1,837,96.7,294,33.9,474,54.7,248,28.6,3033.81,3.5,94,10.9,140,16.2,836,-258.776,-0.31,-0.41,-0.21
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,30-40%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,353,4759,204931.26,43.1,4582,96.3,1837,38.6,2827,59.4,1536,32.3,17699.75,3.72,575,12.1,878,18.4,4498,-482.909,-0.11,-0.15,-0.07
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,30-40%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,318,3893,169332.76,43.5,3745,96.2,1543,39.6,2353,60.4,1288,33.1,14665.94,3.77,481,12.4,738,19,3662,-224.133,-0.06,-0.11,-0.02
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,40-50%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,175,1237,54004.25,43.7,1183,95.6,473,38.2,765,61.8,414,33.5,4693.72,3.79,154,12.4,249,20.1,1202,-119.788,-0.1,-0.18,-0.02
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,40-50%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,362,4998,220968,44.2,4821,96.5,2018,40.4,3112,62.3,1781,35.6,19333.29,3.87,684,13.7,1066,21.3,4736,-341.344,-0.07,-0.11,-0.03
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,40-50%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,324,3761,166963.75,44.4,3638,96.7,1545,41.1,2347,62.4,1367,36.3,14639.57,3.89,530,14.1,817,21.7,3534,-221.556,-0.06,-0.11,-0.02
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,50-60%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,210,1632,76791.5,47.1,1579,96.8,752,46.1,1087,66.6,593,36.3,6712.3,4.11,276,16.9,394,24.1,1570,16.102,0.01,-0.06,0.08
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,50-60%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,363,4959,233028.13,47,4810,97,2280,46,3330,67.2,1864,37.6,20399.83,4.11,803,16.2,1171,23.6,4692,239.089,0.05,0.01,0.09
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,50-60%,Urban,Total,Pupil residency,State-funded schools (LA),Provisional,304,3327,156236.63,47,3231,97.1,1528,45.9,2243,67.4,1271,38.2,13687.53,4.11,527,15.8,777,23.4,3122,222.987,0.07,0.02,0.12
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,60-70%,Rural,Total,Pupil residency,State-funded schools (LA),Provisional,230,2112,98816.5,46.8,2055,97.3,937,44.4,1452,68.8,734,34.8,8603.63,4.07,337,16,478,22.6,2045,19.622,0.01,-0.05,0.07
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,60-70%,Total,Total,Pupil residency,State-funded schools (LA),Provisional,360,5041,239468.25,47.5,4911,97.4,2363,46.9,3481,69.1,1964,39,21077.33,4.18,915,18.2,1261,25,4838,299.473,0.06,0.02,0.1
