time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,breakdown,gender,prior_attainment,admission_type,religious_denomination,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp,t_p8eng,avg_p8eng,p8eng_ci_low,p8eng_ci_upp,t_p8mat,avg_p8mat,p8mat_ci_low,p8mat_ci_upp,t_p8ebac,avg_p8ebac,p8ebac_ci_low,p8ebac_ci_upp,t_p8open,avg_p8open,p8open_ci_low,p8open_ci_upp,t_entry_1,pt_entry_1,t_anypass,pt_anypass,t_ebaceng_e,pt_ebaceng_e,t_ebacmat_e,pt_ebacmat_e,t_ebac2sci_e,pt_ebac2sci_e,t_ebachum_e,pt_ebachum_e,t_ebaclan_e,pt_ebaclan_e,t_ebaceng_95,pt_ebaceng_95,t_ebacmat_95,pt_ebacmat_95,t_ebac2sci_95,pt_ebac2sci_95,t_ebachum_95,pt_ebachum_95,t_ebaclan_95,pt_ebaclan_95,t_ebaceng_94,pt_ebaceng_94,t_ebacmat_94,pt_ebacmat_94,t_ebac2sci_94,pt_ebac2sci_94,t_ebachum_94,pt_ebachum_94,t_ebaclan_94,pt_ebaclan_94,t_ebptseng_ll,avg_ebptseng_ll,t_ebptsmat,avg_ebptsmat,t_ebptssci,avg_ebptssci,t_ebptshum,avg_ebptshum,t_ebptslan,avg_ebptslan,t_att8_eng,avg_att8_eng,t_att8_mat,avg_att8_mat,t_att8_ebac,avg_att8_ebac,t_att8_open,avg_att8_open,t_att8_open_g,avg_att8_open_g,t_att8_open_ng,avg_att8_open_ng,t_ebac_fill,avg_ebac_fill,t_open_fill,avg_open_fill,t_ebaccsubjent_0,pt_ebaccsubjent_0,t_ebaccsubjent_1,pt_ebaccsubjent_1,t_ebaccsubjent_2,pt_ebaccsubjent_2,t_ebaccsubjent_3,pt_ebaccsubjent_3,t_ebaccsubjent_4,pt_ebaccsubjent_4,t_ent_comb_sci,pt_ent_comb_sci,t_eballsci_ptq_ee,pt_eballsci_ptq_ee,t_triplesci_e,pt_triplesci_e,t_ent_hist_geog,pt_ent_hist_geog,t_multilan_e,pt_multilan_e,t_entered_art,pt_entered_art,t_entered_music_qual,pt_entered_music_qual,t_entered_arts_qual,pt_entered_arts_qual
202223,Academic year,National,E92000001,England,Provisional,"State-funded inc hosp, PRU & AP",Total,Girls,Total,Total,Total,4171,298835,14399467.2,48.2,288497,96.5,140094,46.9,199784,66.9,129895,43.5,59981,20.1,83954,28.1,1257305.87,4.21,280443,27277.26,0.1,0.09,0.1,66956.345,0.24,0.23,0.24,-43300.095,-0.15,-0.16,-0.15,1361.349,0,0,0.01,66655.091,0.24,0.23,0.24,291458,97.5,290421,97.2,282790,94.6,289416,96.8,283536,94.9,244561,81.8,149183,49.9,200013,66.9,148754,49.8,137195,48.4,129725,53,88526,59.3,238173,79.7,207472,69.4,187964,66.3,159315,65.1,110063,73.8,1566129,5.24,1344192.03,4.5,1351932.34,4.52,1162133,3.89,767520.75,2.57,3148825,10.5,2688388.06,9,4105031,13.7,4457223.14,14.9,3647668.14,12.2,809555,2.7,825333,2.8,832079,2.8,8742,2.9,3728,1.2,4444,1.5,20709,6.9,131317,43.9,207790,69.5,75779,25.4,75702,25.3,19015,6.4,10976,3.7,146531,49,19359,6.5,168009,56.2
202223,Academic year,National,E92000001,England,Provisional,"State-funded inc hosp, PRU & AP",Prior attainment,Total,High prior,Total,Total,3527,133894,8845492.2,66.1,133032,99.4,116160,86.8,127492,95.2,82687,61.8,58840,43.9,70638,52.8,811730.18,6.06,133894,1467.59,0.01,0,0.02,-1273.23,-0.01,-0.02,0,-488.86,0,-0.01,0,-1008.965,-0.01,-0.02,0,-1283.772,-0.01,-0.02,0,133358,99.6,133311,99.6,132105,98.7,133153,99.4,132102,98.7,119688,89.4,90430,67.5,122650,91.6,121187,90.5,114899,87,102168,85.4,68860,76.1,128448,95.9,130174,97.2,126181,95.5,110000,91.9,79307,87.7,898112,6.71,894976.27,6.68,879528.28,6.57,780445,5.83,537807.64,4.02,1800118,13.4,1789956.54,13.4,2665710.65,19.9,2589707.01,19.3,2327667.26,17.4,262039.75,2,394489,2.9,394235,2.9,657,0.5,567,0.4,656,0.5,5144,3.8,44183,33,55407,41.4,76701,57.3,76616,57.2,15466,11.6,7050,5.3,51140,38.2,11956,8.9,60084,44.9
202223,Academic year,National,E92000001,England,Provisional,"State-funded inc hosp, PRU & AP",Prior attainment,Total,Low prior,Total,Total,4290,133146,3370744,25.3,116547,87.5,7393,5.6,25856,19.4,19973,15,1017,0.8,3052,2.3,269575.51,2.02,133146,-23548.986,-0.18,-0.18,-0.17,-28256.84,-0.21,-0.22,-0.2,-16398,-0.12,-0.13,-0.12,-21426.707,-0.16,-0.17,-0.15,-27383.911,-0.21,-0.21,-0.2,120219,90.3,118548,89,110782,83.2,117750,88.4,111861,84,88676,66.6,25202,18.9,26928,20.2,10973,8.2,8392,7.5,9408,10.6,6454,25.6,51251,38.5,32491,24.4,23012,20.6,18669,21.1,9441,37.5,384611,2.89,305791,2.3,311323.5,2.34,216558,1.63,87824,0.66,780667,5.9,611582,4.6,893434.5,6.7,1085060.5,8.1,742819,5.6,342241.5,2.6,305545,2.3,312662,2.3,14634,11,4589,3.4,4206,3.2,17571,13.2,72173,54.2,105876,79.5,5999,4.5,5961,4.5,6687,5,1616,1.2,50721,38.1,6824,5.1,64054,48.1
202223,Academic year,National,E92000001,England,Provisional,"State-funded inc hosp, PRU & AP",Prior attainment,Total,Mid prior,Total,Total,3886,307676,14272586.82,46.4,302455,98.3,135648,44.1,220349,71.6,121333,39.4,36497,11.9,64142,20.8,1233874.46,4.01,307676,-10886.473,-0.04,-0.04,-0.03,-12714.85,-0.04,-0.05,-0.04,-9855.685,-0.03,-0.04,-0.03,-12787.783,-0.04,-0.05,-0.04,-13676.879,-0.04,-0.05,-0.04,304277,98.9,303654,98.7,297257,96.6,303174,98.5,297502,96.7,262274,85.2,136250,44.3,198548,64.5,158010,51.4,133155,44.8,124027,47.3,60060,44.1,249794,81.2,239660,77.9,206411,69.4,166218,63.4,85079,62.4,1532415,4.98,1406913.76,4.57,1365024.83,4.44,1144052,3.72,589820.76,1.92,3078631,10,2813827.52,9.1,4074944.89,13.2,4305183.41,14,3373143.16,11,932040.25,3,871197,2.8,874900,2.8,4173,1.4,3555,1.2,3660,1.2,20903,6.8,154052,50.1,233589,75.9,63951,20.8,63794,20.7,24964,8.1,6606,2.1,119095,38.7,19612,6.4,149204,48.5
202223,Academic year,National,E92000001,England,Provisional,"State-funded inc hosp, PRU & AP",Total,Total,Total,Total,Total,4457,614579,28079534.46,45.7,586930,95.5,273580,44.5,393864,64.1,238339,38.8,102509,16.7,146201,23.8,2459356.3,4,574716,-32967.869,-0.06,-0.06,-0.05,-42244.92,-0.07,-0.08,-0.07,-26742.545,-0.05,-0.05,-0.04,-35223.455,-0.06,-0.07,-0.06,-42344.562,-0.07,-0.08,-0.07,594084,96.7,591248,96.2,572680,93.2,589664,95.9,575835,93.7,496431,80.8,271149,44.1,366499,59.6,307310,50,271999,47.2,247683,49.9,149886,55.3,452496,73.6,425122,69.2,376071,65.3,309977,62.4,189860,70,2972305,4.84,2766558.42,4.5,2712258.11,4.41,2254001,3.67,1338748.03,2.18,5979924,9.7,5533120.84,9,8133182.29,13.2,8433307.33,13.7,6828353.58,11.1,1604953.75,2.6,1668405,2.7,1676564,2.7,23481,3.8,9737,1.6,9866,1.6,48029,7.8,285127,46.4,420485,68.4,155420,25.3,155113,25.2,50007,8.1,18906,3.1,235879,38.4,41160,6.7,291311,47.4
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,High prior,Total,Church of England,177,3895,257425.64,66.1,3883,99.7,3405,87.4,3721,95.5,2255,57.9,1596,41,1940,49.8,23614.05,6.06,3895,-96.822,-0.02,-0.07,0.02,-831.02,-0.21,-0.26,-0.16,779.33,0.2,0.15,0.25,106.488,0.03,-0.02,0.08,-590.809,-0.15,-0.2,-0.1,3889,99.8,3889,99.8,3866,99.3,3885,99.7,3875,99.5,3445,88.4,2504,64.3,3531,90.7,3612,92.7,3415,88.1,2938,85.3,1893,75.6,3740,96,3815,97.9,3718,95.9,3178,92.2,2200,87.9,25475,6.54,26975,6.93,26148,6.71,22159,5.69,14780,3.79,51004,13.1,53950,13.9,78406.5,20.1,74065.14,19,68647.14,17.6,5418,1.4,11545,3,11547,3,7,0.2,8,0.2,14,0.4,180,4.6,1431,36.7,1397,35.9,2478,63.6,2471,63.4,531,13.6,234,6,916,23.5,377,9.7,1181,30.3
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,High prior,Total,Hindu,3,52,3733,71.8,52,100,52,100,52,100,49,94.2,35,67.3,42,80.8,357.67,6.88,52,31.287,0.6,0.22,0.99,24.425,0.47,0.03,0.91,47.445,0.91,0.51,1.32,35.369,0.68,0.24,1.12,21.077,0.41,-0.04,0.85,52,100,52,100,52,100,52,100,52,100,52,100,49,94.2,52,100,52,100,52,100,49,94.2,36,73.5,52,100,52,100,52,100,51,98.1,42,85.7,373,7.17,393,7.56,376.5,7.24,363,6.98,264,5.08,746,14.3,786,15.1,1136.5,21.9,1064.5,20.5,1064.5,20.5,0,0,156,3,156,3,0,0,0,0,0,0,0,0,3,5.8,20,38.5,32,61.5,32,61.5,2,3.8,3,5.8,4,7.7,4,7.7,4,7.7
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,High prior,Total,Jewish,9,236,16678.5,70.7,236,100,226,95.8,232,98.3,118,50,100,42.4,111,47,1533.53,6.5,236,94.921,0.4,0.22,0.58,65.945,0.28,0.07,0.49,155.76,0.66,0.47,0.85,131.415,0.56,0.35,0.77,36.652,0.16,-0.05,0.36,236,100,236,100,236,100,236,100,236,100,202,85.6,139,58.9,229,97,232,98.3,217,91.9,182,90.1,127,91.4,233,98.7,235,99.6,233,98.7,194,96,133,95.7,1665,7.06,1747,7.4,1709.5,7.24,1417,6,953,4.04,3330,14.1,3494,14.8,5139,21.8,4715.5,20,4583,19.4,132.5,0.6,704,3,703,3,0,0,0,0,0,0,13,5.5,105,44.5,110,46.6,126,53.4,126,53.4,48,20.3,31,13.1,45,19.1,21,8.9,53,22.5
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,High prior,Total,Muslim,7,138,9943.5,72.1,137,99.3,132,95.7,135,97.8,128,92.8,73,52.9,90,65.2,911.53,6.61,138,95.365,0.69,0.46,0.93,76.27,0.55,0.28,0.83,106.275,0.77,0.52,1.02,79.01,0.57,0.3,0.85,112.568,0.82,0.55,1.09,138,100,138,100,137,99.3,137,99.3,137,99.3,129,93.5,136,98.6,133,96.4,135,97.8,135,98.5,119,92.2,79,58.1,136,98.6,136,98.6,136,99.3,122,94.6,98,72.1,995,7.21,1016,7.36,994.5,7.21,834,6.04,635,4.6,1990,14.4,2032,14.7,2946.5,21.4,2975,21.6,2354,17.1,621,4.5,412,3,413,3,0,0,1,0.7,0,0,1,0.7,8,5.8,51,37,86,62.3,86,62.3,3,2.2,24,17.4,33,23.9,0,0,69,50
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,High prior,Total,No religious character,2500,52781,3413764.91,64.7,52532,99.5,45201,85.6,49877,94.5,31138,59,20268,38.4,25298,47.9,313141.13,5.93,52781,-6509.387,-0.12,-0.14,-0.11,-17001.42,-0.32,-0.34,-0.31,7371.845,0.14,0.13,0.15,-3092.11,-0.06,-0.07,-0.04,-15453.101,-0.29,-0.31,-0.28,52630,99.7,52616,99.7,52256,99,52560,99.6,52317,99.1,47534,90.1,33710,63.9,46928,88.9,48362,91.6,45230,86.5,39347,82.8,23486,69.7,50136,95,51464,97.5,49852,95.3,42929,90.3,28166,83.6,337556,6.4,360126,6.82,347365.2,6.58,298632,5.66,187809.89,3.56,676203,12.8,720252,13.6,1041976.15,19.7,975333.76,18.5,864740.76,16.4,110593,2.1,156166,3,155838,3,191,0.4,136,0.3,184,0.3,2345,4.4,18787,35.6,20725,39.3,31593,59.9,31553,59.8,7343,13.9,2355,4.5,13975,26.5,4846,9.2,18408,34.9
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,High prior,Total,Other Christian faith,59,1731,121118.5,70,1724,99.6,1592,92,1673,96.6,1183,68.3,912,52.7,1039,60,11338.98,6.55,1731,386.542,0.22,0.16,0.29,-29.085,-0.02,-0.09,0.06,779.14,0.45,0.38,0.52,587.417,0.34,0.26,0.42,132.53,0.08,0,0.15,1725,99.7,1724,99.6,1718,99.2,1724,99.6,1701,98.3,1581,91.3,1314,75.9,1618,93.5,1655,95.6,1571,92.4,1405,88.9,1057,80.4,1671,96.5,1713,99,1657,97.4,1479,93.5,1180,89.8,11856,6.85,12676,7.32,12327,7.12,10648,6.15,8200,4.74,23737,13.7,25352,14.6,37258,21.5,34771.5,20.1,33239.5,19.2,1532,0.9,5149,3,5149,3,6,0.3,1,0.1,4,0.2,34,2,503,29.1,551,31.8,1150,66.4,1136,65.6,291,16.8,175,10.1,446,25.8,167,9.6,503,29.1
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,High prior,Total,Roman catholic,274,6077,396151.76,65.2,6055,99.6,5228,86,5766,94.9,3342,55,2232,36.7,2754,45.3,35913.29,5.91,6077,-291.527,-0.05,-0.08,-0.01,-1170.17,-0.19,-0.23,-0.15,652.95,0.11,0.07,0.14,-315.702,-0.05,-0.09,-0.01,-663.247,-0.11,-0.15,-0.07,6062,99.8,6059,99.7,6024,99.1,6059,99.7,6032,99.3,5407,89,3690,60.7,5477,90.1,5529,91,5162,85.6,4520,83.6,2656,72,5806,95.5,5934,97.6,5725,94.9,4914,90.9,3127,84.7,39540,6.51,41098.38,6.76,39675.5,6.53,34196,5.63,21298,3.5,79177,13,82196.76,13.5,119568.5,19.7,115209.5,19,107412,17.7,7797.5,1.3,17967,3,18020,3,16,0.3,17,0.3,21,0.3,281,4.6,2400,39.5,2890,47.6,3142,51.7,3140,51.7,718,11.8,314,5.2,1237,20.4,494,8.1,1547,25.5
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,High prior,Total,Sikh,5,57,4016,70.5,57,100,56,98.2,57,100,51,89.5,30,52.6,40,70.2,379.34,6.66,57,18.275,0.32,-0.05,0.69,1.095,0.02,-0.41,0.44,37.81,0.66,0.28,1.05,23.732,0.42,-0.01,0.84,11.301,0.2,-0.22,0.62,57,100,57,100,57,100,57,100,57,100,55,96.5,51,89.5,56,98.2,57,100,55,96.5,47,85.5,32,62.7,57,100,57,100,56,98.2,54,98.2,40,78.4,390,6.84,426,7.47,411.5,7.22,367,6.44,270,4.74,780,13.7,852,14.9,1229,21.6,1155,20.3,1074,18.8,81,1.4,171,3,171,3,0,0,0,0,0,0,2,3.5,4,7,23,40.4,34,59.6,34,59.6,2,3.5,3,5.3,3,5.3,2,3.5,5,8.8
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Prior attainment,Boys,High prior,Total,Total,3043,65001,4223882.56,65,64707,99.5,55909,86,61535,94.7,38264,58.9,25246,38.8,31314,48.2,387279.35,5.96,65001,-6367.828,-0.1,-0.11,-0.09,-18967.365,-0.29,-0.3,-0.28,9860.565,0.15,0.14,0.16,-2570.243,-0.04,-0.05,-0.03,-16553.006,-0.25,-0.27,-0.24,64820,99.7,64802,99.7,64365,99,64741,99.6,64432,99.1,58415,89.9,41593,64,58039,89.3,59652,91.8,55849,86.7,48610,83.2,29366,70.6,61847,95.1,63432,97.6,61446,95.4,52926,90.6,34986,84.1,417951,6.43,444615.38,6.84,429130.7,6.6,368650,5.67,234209.89,3.6,837219,12.9,889230.76,13.7,1287962.15,19.8,1209470.65,18.6,1083251.9,16.7,126218.75,1.9,192333,3,192042,3,223,0.3,169,0.3,227,0.3,2869,4.4,23249,35.8,25791,39.7,38642,59.4,38579,59.4,8939,13.8,3139,4.8,16668,25.6,5911,9.1,21785,33.5
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Admission type by prior attainment,Boys,High prior,non-selective schools in highly selective areas,Total,192,2283,132203.51,57.9,2265,99.2,1698,74.4,2042,89.4,956,41.9,471,20.6,676,29.6,11678.7,5.12,2283,-1370.5,-0.6,-0.66,-0.54,-1748.105,-0.77,-0.83,-0.7,-784.285,-0.34,-0.4,-0.28,-1505.17,-0.66,-0.73,-0.59,-1633.913,-0.72,-0.78,-0.65,2268,99.3,2267,99.3,2257,98.9,2266,99.3,2251,98.6,1974,86.5,1066,46.7,1835,80.4,1909,83.6,1666,74,1355,68.6,627,58.8,2074,90.8,2164,94.8,2022,89.8,1612,81.7,797,74.8,13250,5.8,14017.63,6.14,13268.5,5.81,10854,4.75,5414,2.37,26525,11.6,28035.26,12.3,39538.5,17.3,38104.75,16.7,30600.5,13.4,7504.25,3.3,6675,2.9,6681,2.9,17,0.7,3,0.1,13,0.6,171,7.5,1123,49.2,1194,52.3,1057,46.3,1050,46,273,12,47,2.1,609,26.7,193,8.5,840,36.8
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Admission type by prior attainment,Boys,High prior,non-selective schools in other areas,Total,2738,53402,3402234.66,63.7,53147,99.5,45204,84.6,50270,94.1,30093,56.4,19031,35.6,24116,45.2,310509.45,5.81,53402,-9594.893,-0.18,-0.19,-0.17,-19728.02,-0.37,-0.38,-0.36,5222.84,0.1,0.09,0.11,-7038.518,-0.13,-0.15,-0.12,-18792.157,-0.35,-0.37,-0.34,53246,99.7,53229,99.7,52851,99,53175,99.6,52946,99.1,48186,90.2,32404,60.7,47156,88.3,48550,90.9,45222,85.4,39427,81.8,22088,68.2,50570,94.7,51978,97.3,50239,94.9,43222,89.7,26754,82.6,337278,6.32,359858.75,6.74,345321.2,6.47,298100,5.58,177185,3.32,675643,12.7,719717.5,13.5,1035480.38,19.4,971393.78,18.2,854136.78,16,117257,2.2,157828,3,157575,3,194,0.4,152,0.3,196,0.4,2515,4.7,20252,37.9,23549,44.1,29398,55.1,29368,55,6966,13,1913,3.6,13552,25.4,4796,9,18338,34.3
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Admission type by prior attainment,Boys,High prior,selective schools,Total,104,9282,688393.64,74.2,9264,99.8,8990,96.9,9201,99.1,7215,77.7,5744,61.9,6522,70.3,65001.37,7,9282,4694.047,0.51,0.48,0.53,2612.165,0.28,0.25,0.31,5492,0.59,0.56,0.62,6099.307,0.66,0.62,0.69,4033.041,0.43,0.4,0.47,9275,99.9,9275,99.9,9238,99.5,9269,99.9,9210,99.2,8245,88.8,8123,87.5,9033,97.3,9175,98.8,8949,97.2,7825,94.9,6651,81.9,9187,99,9264,99.8,9168,99.5,8087,98.1,7435,91.5,67322,7.25,70581,7.6,70418,7.59,59662,6.43,51610.89,5.56,134799,14.5,141162,15.2,212641.27,22.9,199791.37,21.5,198377.62,21.4,1413.75,0.2,27767,3,27741,3,9,0.1,8,0.1,14,0.2,170,1.8,1866,20.1,1024,11,8186,88.2,8160,87.9,1699,18.3,1179,12.7,2498,26.9,922,9.9,2592,27.9
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Church of England,174,3485,92989.5,26.7,3337,95.8,218,6.3,740,21.2,370,10.6,20,0.6,55,1.6,7492.58,2.15,3485,-342.686,-0.1,-0.15,-0.05,-749.69,-0.22,-0.27,-0.16,472.12,0.14,0.09,0.18,-184.468,-0.05,-0.11,0,-774.213,-0.22,-0.28,-0.17,3393,97.4,3344,96,3194,91.6,3357,96.3,3222,92.5,2493,71.5,481,13.8,594,17,355,10.2,264,8.2,243,9.7,117,24.3,1238,35.5,1034,29.7,688,21.4,512,20.5,174,36.2,10311,2.96,9133,2.62,8950.5,2.57,5963,1.71,1646,0.47,20867,6,18266,5.2,25043.5,7.2,28813,8.3,20431,5.9,8382,2.4,8624,2.5,8901,2.6,113,3.2,79,2.3,127,3.6,620,17.8,2176,62.4,3011,86.4,211,6.1,207,5.9,222,6.4,37,1.1,1063,30.5,194,5.6,1496,42.9
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Hindu,3,32,1107,34.6,31,96.9,6,18.8,14,43.8,11,34.4,0,0,2,6.3,99.32,3.1,32,10.667,0.33,-0.16,0.82,-2.51,-0.08,-0.65,0.49,33.115,1.03,0.52,1.55,22.722,0.71,0.14,1.28,-7.571,-0.24,-0.8,0.33,31,96.9,31,96.9,26,81.3,31,96.9,31,96.9,29,90.6,13,40.6,10,31.3,11,34.4,8,25.8,4,13.8,2,15.4,17,53.1,22,68.8,16,51.6,7,24.1,4,30.8,105,3.28,126,3.94,119,3.72,85,2.66,42,1.31,224,7,252,7.9,336,10.5,295,9.2,258,8.1,37,1.2,91,2.8,90,2.8,1,3.1,0,0,0,0,5,15.6,15,46.9,31,96.9,0,0,0,0,1,3.1,0,0,5,15.6,4,12.5,9,28.1
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Jewish,9,76,2297.25,30.2,67,88.2,10,13.2,27,35.5,12,15.8,2,2.6,3,3.9,191.51,2.52,76,17.214,0.23,-0.09,0.54,12.265,0.16,-0.21,0.53,40.4,0.53,0.2,0.87,28.622,0.38,0.01,0.74,-6.43,-0.08,-0.45,0.28,73,96.1,71,93.4,60,78.9,69,90.8,70,92.1,42,55.3,19,25,21,27.6,13,17.1,8,11.4,7,16.7,10,52.6,38,50,34,44.7,23,32.9,13,31,15,78.9,247,3.25,232,3.05,228,3,126,1.66,88,1.16,517,6.8,464,6.1,650.5,8.6,665.75,8.8,585,7.7,80.75,1.1,187,2.5,189,2.5,4,5.3,4,5.3,5,6.6,18,23.7,33,43.4,66,86.8,4,5.3,4,5.3,5,6.6,1,1.3,13,17.1,5,6.6,20,26.3
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Muslim,7,158,6206.5,39.3,157,99.4,42,26.6,82,51.9,126,79.7,8,5.1,17,10.8,532.18,3.37,158,185.041,1.17,0.95,1.39,162.54,1.03,0.77,1.28,235.155,1.49,1.26,1.72,167.827,1.06,0.81,1.32,183.847,1.16,0.91,1.42,157,99.4,157,99.4,157,99.4,157,99.4,156,98.7,147,93,133,84.2,69,43.7,54,34.2,32,20.5,20,13.6,34,25.6,102,64.6,101,63.9,61,39.1,30,20.4,42,31.6,668,4.23,626,3.96,545.5,3.45,384,2.43,424,2.68,1336,8.5,1252,7.9,1659.5,10.5,1959,12.4,1276,8.1,683,4.3,454,2.9,463,2.9,1,0.6,0,0,0,0,4,2.5,27,17.1,153,96.8,3,1.9,3,1.9,2,1.3,5,3.2,31,19.6,0,0,126,79.7
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,No religious character,2432,54370,1446319.25,26.6,51856,95.4,3264,6,11594,21.3,7502,13.8,291,0.5,933,1.7,117580.19,2.16,54370,-6144.807,-0.11,-0.12,-0.1,-12900.14,-0.24,-0.25,-0.22,5355.325,0.1,0.09,0.11,-2074.296,-0.04,-0.05,-0.02,-13402.614,-0.25,-0.26,-0.23,52761,97,52033,95.7,49985,91.9,52140,95.9,50441,92.8,40452,74.4,9197,16.9,9351,17.2,5549,10.2,3862,7.7,3962,9.8,2069,22.5,19544,35.9,15868,29.2,10583,21,8020,19.8,2957,32.2,160409,2.95,140896,2.59,139741.5,2.57,94960,1.75,29723,0.55,323850,6,281792,5.2,394182.5,7.3,446494.75,8.2,293846,5.4,152648.75,2.8,136250,2.5,138279,2.5,2008,3.7,1172,2.2,1516,2.8,8187,15.1,33985,62.5,47649,87.6,2800,5.1,2774,5.1,3955,7.3,498,0.9,19068,35.1,3466,6.4,26306,48.4
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Other Christian faith,51,1057,29004.5,27.4,1015,96,70,6.6,248,23.5,155,14.7,12,1.1,29,2.7,2355.57,2.23,1057,13.89,0.01,-0.07,0.1,-138.685,-0.13,-0.23,-0.03,201.715,0.19,0.1,0.28,75.391,0.07,-0.03,0.17,-71.708,-0.07,-0.17,0.03,1031,97.5,1013,95.8,973,92.1,1023,96.8,994,94,822,77.8,176,16.7,213,20.2,114,10.8,85,8.6,86,10.5,61,34.7,398,37.7,324,30.7,214,21.5,173,21,81,46,3172,3,2785,2.63,2778,2.63,1967,1.86,653,0.62,6429,6.1,5570,5.3,7883,7.5,9122.5,8.6,5903.5,5.6,3219,3,2688,2.5,2752,2.6,33,3.1,21,2,22,2.1,156,14.8,670,63.4,969,91.7,25,2.4,25,2.4,59,5.6,13,1.2,307,29,63,6,463,43.8
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Roman catholic,272,5240,147524,28.2,5011,95.6,371,7.1,1280,24.4,796,15.2,57,1.1,149,2.8,11988.81,2.29,5240,48.513,0.01,-0.03,0.05,-294.85,-0.06,-0.1,-0.01,763.535,0.15,0.11,0.19,284.859,0.05,0.01,0.1,-437.644,-0.08,-0.13,-0.04,5106,97.4,5046,96.3,4850,92.6,5044,96.3,4877,93.1,3757,71.7,1028,19.6,1131,21.6,571,10.9,414,8.5,461,12.3,331,32.2,2188,41.8,1645,31.4,1103,22.6,871,23.2,458,44.6,16592,3.17,14026,2.68,13903,2.65,9544,1.82,3964,0.76,33466,6.4,28052,5.4,39931.5,7.6,46074.5,8.8,34508,6.6,11566.5,2.2,13247,2.5,13843,2.6,164,3.1,106,2,172,3.3,882,16.8,3120,59.5,4723,90.1,154,2.9,154,2.9,273,5.2,90,1.7,1397,26.7,263,5,2013,38.4
202223,Academic year,National,E92000001,England,Provisional,State-funded mainstream,Religious denomination by prior attainment,Boys,Low prior,Total,Sikh,5,52,1726,33.2,50,96.2,4,7.7,16,30.8,25,48.1,0,0,5,9.6,153.82,2.96,52,25.52,0.49,0.11,0.87,17.475,0.34,-0.11,0.78,36.045,0.69,0.29,1.1,38.638,0.74,0.3,1.19,10.727,0.21,-0.23,0.65,51,98.1,50,96.2,48,92.3,51,98.1,51,98.1,40,76.9,29,55.8,12,23.1,7,13.5,9,17.6,3,7.5,10,34.5,32,61.5,23,44.2,17,33.3,9,22.5,12,41.4,185,3.56,169,3.25,174,3.35,112,2.15,109,2.1,375,7.2,338,6.5,507.5,9.8,505.5,9.7,354,6.8,151.5,2.9,141,2.7,142,2.7,1,1.9,0,0,3,5.8,4,7.7,19,36.5,49,94.2,2,3.8,2,3.8,1,1.9,0,0,4,7.7,1,1.9,15,28.8
